Date,Customer ID,Truck ID,Invoice Number,Freight ID,City,Net Revenue,Weight (Kg),Weight (Cubic),Goods Value
2018/03/15,5791,33,807726,15/03/2018:MKU-5802,Jewell Valley,"16,18","24,87",60,"539,41"
2018/03/15,23585,33,807714,15/03/2018:MKU-5802,Jewell Valley,"9,61","54,94","54,94","320,65"
2018/03/15,31175,33,807718,15/03/2018:MKU-5802,Jewell Valley,"7,45","8,69",54,"248,36"
2018/03/15,21083,33,807673,15/03/2018:MKU-5802,Arbor Meadows,"22,51","31,29",171,"750,28"
2018/03/15,23563,33,807674,15/03/2018:MKU-5802,Kaawaloa,"13,34","30,03",63,"444,76"
2018/03/15,17691,22,807859,15/03/2018:MMA-5926,Osborn,"0,33","0,7","0,7","10,76"
2018/03/15,18625,22,807863,15/03/2018:MMA-5926,Dummerston Center,"10,35","11,18","11,18","344,84"
2018/03/15,9602,22,807757,15/03/2018:MMA-5926,Bryan,"14,27","6,14","6,14","475,68"
2018/03/15,13840,22,807851,15/03/2018:MMA-5926,Sandy Lane,"17,65","9,92","9,92","588,29"
2018/03/15,10635,22,807845,15/03/2018:MMA-5926,Sandy Lane,"0,8","0,25","0,25","26,26"
2018/03/15,10635,22,807846,15/03/2018:MMA-5926,Sandy Lane,"7,94","14,78","14,78","264,73"
2018/03/15,39425,22,807855,15/03/2018:MMA-5926,Sandy Lane,"0,35","3,22","3,22","11,76"
2018/03/15,39425,22,807856,15/03/2018:MMA-5926,Sandy Lane,"3,41","5,05","5,05","113,65"
2018/03/15,10417,22,807849,15/03/2018:MMA-5926,Sandy Lane,"3,67","17,51","17,51","122,24"
2018/03/15,11581,22,807853,15/03/2018:MMA-5926,Sandy Lane,"0,8","0,32","0,32","26,5"
2018/03/15,23984,19,808005,15/03/2018:MDB-1602,Bloom,"63,86","125,4","125,4","2934,48"
2018/03/15,23984,19,808006,15/03/2018:MDB-1602,Bloom,"63,86","214,46","214,46","12699,52"
2018/03/15,23984,5,808002,15/03/2018:MKP-6610,Bloom,"63,86","126,33","126,33","4715,53"
2018/03/15,23984,22,807994,15/03/2018:MMA-5926,Bloom,"63,86","129,24","129,24","7131,71"
2018/03/15,23984,22,807996,15/03/2018:MMA-5926,Bloom,"63,86","168,97","168,97","7229,78"
2018/03/15,23984,22,807995,15/03/2018:MMA-5926,Bloom,"63,86","205,18","205,18","6980,28"
2018/03/16,22641,4,808999,16/03/2018:MHJ-9634,Holcomb Village,"5,57","1,74",3,"185,75"
2018/03/16,34442,3,808544,16/03/2018:MJT-4829,Mount Hermon,"5,57","1,74",3,"185,75"
2018/03/16,35450,33,808450,16/03/2018:MKU-5802,San Leon,"0,29","0,65",3,"9,64"
2018/03/16,4307,5,808739,16/03/2018:MKP-6610,Enders,"0,29","0,65",3,"9,64"
2018/03/16,39857,37,808282,16/03/2018:MFU-2632,Lithia Springs,"0,29","0,65",3,"9,64"
2018/03/16,39336,24,808669,16/03/2018:MMA-5916,Sevey,"4,77","2,19",3,"159,13"
2018/03/16,26319,24,808674,16/03/2018:MMA-5916,Sevey,"4,64","1,73",3,"154,68"
2018/03/16,7009,24,808673,16/03/2018:MMA-5916,Sevey,"7,29","2,37",3,"242,94"
2018/03/16,30809,4,808758,16/03/2018:MHJ-9634,South Berlin,"7,18","2,67",3,"239,36"
2018/03/16,22696,4,808756,16/03/2018:MHJ-9634,Teakean,"5,08","1,35",3,"169,3"
2018/03/16,11977,4,808531,16/03/2018:MHJ-9634,Holcomb Village,"3,55","2,24",3,"118,4"
2018/03/16,24733,20,808984,16/03/2018:MML-5482,Gray Point,"6,16","2,05",3,"205,2"
2018/03/16,39756,20,808980,16/03/2018:MML-5482,West Corners,"3,51","1,52",3,"116,58"
2018/03/16,30717,20,808976,16/03/2018:MML-5482,Maryland West Mobile Home Park,"8,12","2,82",3,"270,51"
2018/03/16,36495,20,808983,16/03/2018:MML-5482,West Corners,"2,61","1,12",3,"87,32"
2018/03/16,1927,33,808425,16/03/2018:MKU-5802,Arbor Meadows,"5,23","2,19",3,"174,47"
2018/03/16,32161,33,808432,16/03/2018:MKU-5802,San Leon,"2,53","2,17",3,"84,26"
2018/03/16,13290,33,808447,16/03/2018:MKU-5802,San Leon,"0,1",2,3,"3,35"
2018/03/16,36618,33,808422,16/03/2018:MKU-5802,Arbor Meadows,"0,2",1,3,"6,66"
2018/03/16,22608,22,808899,16/03/2018:MMA-5926,Ross,"9,61",3,3,"320,57"
2018/03/16,18896,22,808903,16/03/2018:MMA-5926,Ross,"6,67","2,11",3,"222,33"
2018/03/16,35681,33,808431,16/03/2018:MKU-5802,San Leon,"8,63","4,4",6,"287,66"
2018/03/16,2634,22,808889,16/03/2018:MMA-5926,Sandy Lane,"9,82","4,26",6,"327,3"
2018/03/16,23851,20,808578,16/03/2018:MML-5482,Mcmechen,"5,58","5,28",6,"185,98"
2018/03/16,23768,20,808273,16/03/2018:MML-5482,Mcmechen,"11,29","3,48",6,"376,24"
2018/03/16,23990,20,808985,16/03/2018:MML-5482,Gray Point,"10,95","4,08",6,"364,9"
2018/03/16,38498,4,808532,16/03/2018:MHJ-9634,Holcomb Village,"11,87","4,73",6,"395,55"
2018/03/16,31963,4,809003,16/03/2018:MHJ-9634,Holcomb Village,"13,87","5,05",6,"462,26"
2018/03/16,16127,4,809009,16/03/2018:MHJ-9634,Orkney Springs,"9,02","5,24",6,"301,16"
2018/03/16,6495,24,808668,16/03/2018:MMA-5916,Sevey,"8,05","3,3",6,"268,23"
2018/03/16,4307,5,808740,16/03/2018:MKP-6610,Enders,"15,92","8,51",9,"530,5"
2018/03/16,5086,24,808662,16/03/2018:MMA-5916,Ball,"3,81","2,05",9,"126,97"
2018/03/16,5536,24,808677,16/03/2018:MMA-5916,Sevey,"10,24","8,17",9,"341,5"
2018/03/16,17191,4,808755,16/03/2018:MHJ-9634,Denny Corner,"15,8","4,05",9,"526,74"
2018/03/16,3697,5,808745,16/03/2018:MKP-6610,Enders,"8,36","7,1",9,"278,76"
2018/03/16,228,20,808973,16/03/2018:MML-5482,Jerusalem Corners,"3,63","1,95",9,"121,07"
2018/03/16,8583,20,808986,16/03/2018:MML-5482,Gray Point,"9,36","8,41",9,"312,09"
2018/03/16,8334,20,808988,16/03/2018:MML-5482,Gray Point,"1,75","2,21",9,"58,27"
2018/03/16,18756,20,808375,16/03/2018:MML-5482,Mcmechen,"18,51",4,9,"616,73"
2018/03/16,4142,33,808416,16/03/2018:MKU-5802,Kaawaloa,"18,78","5,7",9,"625,9"
2018/03/16,14288,22,808908,16/03/2018:MMA-5926,Sandy Lane,"14,08","8,42",9,"469,7"
2018/03/16,25217,22,808901,16/03/2018:MMA-5926,Ross,"0,86","1,13",9,"28,5"
2018/03/16,12455,5,808741,16/03/2018:MKP-6610,Enders,"10,12","8,2",15,"337,38"
2018/03/16,33929,37,808285,16/03/2018:MFU-2632,Lithia Springs,"5,1","10,18",15,"169,96"
2018/03/16,28826,37,808278,16/03/2018:MFU-2632,Lithia Springs,"8,08","5,43",15,"269,24"
2018/03/16,3718,7,808696,16/03/2018:MJT-5239,Mineola,"11,71","8,4",15,"390,28"
2018/03/16,12560,4,809010,16/03/2018:MHJ-9634,Orkney Springs,"26,34","6,75",15,"877,9"
2018/03/16,24656,3,808545,16/03/2018:MJT-4829,Kenwood Park,"15,07","8,24",15,"502,33"
2018/03/16,2156,20,808257,16/03/2018:MML-5482,Mcmechen,"14,51","9,87",15,"483,29"
2018/03/16,38669,20,808580,16/03/2018:MML-5482,Mcmechen,"17,11","8,37",15,"570,37"
2018/03/16,17984,33,808443,16/03/2018:MKU-5802,San Leon,"18,53","10,69",15,"617,58"
2018/03/16,21565,22,808910,16/03/2018:MMA-5926,Sandy Lane,"2,48","5,55",15,"82,61"
2018/03/16,9722,24,808675,16/03/2018:MMA-5916,Sevey,"12,18","6,13",12,"406,01"
2018/03/16,17584,24,808664,16/03/2018:MMA-5916,Ball,"3,25","10,86",12,"108,21"
2018/03/16,39857,37,808281,16/03/2018:MFU-2632,Lithia Springs,"10,05","6,53",12,"334,93"
2018/03/16,4503,4,808757,16/03/2018:MHJ-9634,Teakean,"17,73","5,58",12,"591,28"
2018/03/16,5714,4,808993,16/03/2018:MHJ-9634,Holcomb Village,"9,45","10,42",12,"315,07"
2018/03/16,7856,20,808585,16/03/2018:MML-5482,Mcmechen,"2,01","3,9",12,"67,11"
2018/03/16,35450,33,808449,16/03/2018:MKU-5802,San Leon,"9,55","6,58",12,"318,69"
2018/03/16,4302,33,808451,16/03/2018:MKU-5802,San Leon,"7,14","4,83",12,"238,41"
2018/03/16,29457,33,808427,16/03/2018:MKU-5802,San Leon,"6,92","8,62",12,"230,66"
2018/03/16,37907,33,808420,16/03/2018:MKU-5802,Kaawaloa,"3,53","5,78",12,"117,69"
2018/03/16,39071,33,808414,16/03/2018:MKU-5802,Kaawaloa,"6,8","4,8",12,"226,21"
2018/03/16,8030,22,808905,16/03/2018:MMA-5926,Ross,"1,2","1,99",12,"40,39"
2018/03/16,3180,5,808747,16/03/2018:MKP-6610,Enders,"4,86","5,46",18,"162,05"
2018/03/16,21116,4,809001,16/03/2018:MHJ-9634,Holcomb Village,"10,22","10,56",18,"340,8"
2018/03/16,20847,4,809000,16/03/2018:MHJ-9634,Holcomb Village,"15,25","11,9",18,"508,4"
2018/03/16,24910,22,808898,16/03/2018:MMA-5926,Ross,"14,02","9,07",18,"467,44"
2018/03/16,40178,22,808900,16/03/2018:MMA-5926,Ross,"3,48",3,18,116
2018/03/16,23926,22,808897,16/03/2018:MMA-5926,Ross,"6,23","7,47",18,"207,66"
2018/03/16,38668,20,808982,16/03/2018:MML-5482,West Corners,"14,53","10,9",18,"484,23"
2018/03/16,37507,20,808270,16/03/2018:MML-5482,Mcmechen,"6,81","7,75",18,"227,13"
2018/03/16,2018,20,808274,16/03/2018:MML-5482,Mcmechen,"22,14","7,05",18,"738,05"
2018/03/16,13196,33,808433,16/03/2018:MKU-5802,San Leon,"6,16","7,46",18,"205,41"
2018/03/16,10433,22,808892,16/03/2018:MMA-5926,Sandy Lane,"15,78","18,86",21,"526,09"
2018/03/16,18084,5,808737,16/03/2018:MKP-6610,Enders,"16,48","19,51",21,"549,49"
2018/03/16,19374,37,808280,16/03/2018:MFU-2632,Lithia Springs,"21,96","15,38",21,"731,85"
2018/03/16,27639,24,808672,16/03/2018:MMA-5916,Sevey,"2,58","3,39",24,"85,92"
2018/03/16,12045,24,808661,16/03/2018:MMA-5916,Steprock,"6,12","9,64",24,204
2018/03/16,34386,37,808279,16/03/2018:MFU-2632,Lithia Springs,"8,88","11,7",24,"296,1"
2018/03/16,32,4,808529,16/03/2018:MHJ-9634,Holcomb Village,22,"18,66",24,"733,27"
2018/03/16,1103,4,808998,16/03/2018:MHJ-9634,Holcomb Village,"12,66","7,95",24,422
2018/03/16,1806,22,808911,16/03/2018:MMA-5926,Sandy Lane,"5,41","16,81",24,"180,23"
2018/03/16,7637,3,808543,16/03/2018:MJT-4829,Mount Hermon,"22,61",24,24,"753,99"
2018/03/16,24581,33,808439,16/03/2018:MKU-5802,San Leon,"6,47","4,88",24,"215,62"
2018/03/16,24046,33,808438,16/03/2018:MKU-5802,San Leon,"8,27","5,13",27,"275,57"
2018/03/16,7585,33,808437,16/03/2018:MKU-5802,San Leon,"8,57","8,19",27,"285,54"
2018/03/16,6211,33,808424,16/03/2018:MKU-5802,Arbor Meadows,"36,39","18,83",27,"1213,03"
2018/03/16,35378,20,808579,16/03/2018:MML-5482,Mcmechen,"3,57","8,36",27,"119,15"
2018/03/16,2019,20,808276,16/03/2018:MML-5482,Mcmechen,"5,12","7,5",27,"170,65"
2018/03/16,8334,20,808989,16/03/2018:MML-5482,Gray Point,"10,42","12,91",27,"347,31"
2018/03/16,13459,22,808888,16/03/2018:MMA-5926,Sandy Lane,"10,37","9,15",27,"345,76"
2018/03/16,33163,7,808702,16/03/2018:MJT-5239,Mineola,"27,95","20,5",27,"931,72"
2018/03/16,10104,36,808403,16/03/2018:MHR-5525,Farmers,"27,11","12,7",30,"903,6"
2018/03/16,10104,36,808404,16/03/2018:MHR-5525,Farmers,"121,59","192,56",792,"4052,95"
2018/03/16,10104,36,808405,16/03/2018:MHR-5525,Farmers,"134,23","112,46","112,46","4474,42"
2018/03/16,10103,36,808374,16/03/2018:MHR-5525,Yucca Valley,"2281,33","8297,75","8297,75","35645,8"
2018/03/16,9994,5,808678,16/03/2018:MKP-6610,Shavertown,"183,67","783,4",1296,"6122,19"
2018/03/16,32962,5,808743,16/03/2018:MKP-6610,Enders,"0,16","0,11","0,11","5,23"
2018/03/16,32962,5,808742,16/03/2018:MKP-6610,Enders,"10,02","12,03","12,03","334,02"
2018/03/16,34006,5,808746,16/03/2018:MKP-6610,Enders,"19,2","18,42","18,42","640,39"
2018/03/16,18105,5,808744,16/03/2018:MKP-6610,Enders,"29,18","23,81",54,"972,5"
2018/03/16,19345,5,808738,16/03/2018:MKP-6610,Enders,"27,46","36,78",87,"915,29"
2018/03/16,22351,5,808386,16/03/2018:MKP-6610,Enders,"71,84","79,05","79,05","2394,75"
2018/03/16,24963,5,808930,16/03/2018:MKP-6610,Enders,"54,31","106,08","106,08","3005,6"
2018/03/16,22418,17,808389,16/03/2018:MJI-0517,Martindale,"400,71","703,82",705,"13357,08"
2018/03/16,22418,17,808397,16/03/2018:MJI-0517,Martindale,"1465,86","2333,17",11238,"48861,68"
2018/03/16,22418,17,808390,16/03/2018:MJI-0517,Martindale,"479,3","960,56","960,56","15976,53"
2018/03/16,22418,17,808396,16/03/2018:MJI-0517,Martindale,"81,9","143,37",624,2730
2018/03/16,19994,2,808779,16/03/2018:MJD-6976,Meadowlakes,"3,3","5,68",33,"109,93"
2018/03/16,20012,2,808768,16/03/2018:MJD-6976,Lela,"13,8","18,66",105,"459,76"
2018/03/16,19872,2,808775,16/03/2018:MJD-6976,Meadowlakes,"74,53","97,29",576,"2484,24"
2018/03/16,20012,2,808767,16/03/2018:MJD-6976,Lela,"50,2","64,84",417,"1673,42"
2018/03/16,20014,2,808794,16/03/2018:MJD-6976,Doniphan,"20,16","33,15",189,"672,12"
2018/03/16,20015,2,808792,16/03/2018:MJD-6976,Shueyville,"46,2","65,91",408,"1539,94"
2018/03/16,19997,2,808765,16/03/2018:MJD-6976,Davie Circle,"46,86","61,46",387,"1562,11"
2018/03/16,20010,2,808788,16/03/2018:MJD-6976,Meadowlakes,"11,38","17,75",111,"379,03"
2018/03/16,19877,2,808789,16/03/2018:MJD-6976,Meadowlakes,"42,45","55,84",339,"1415,02"
2018/03/16,20014,2,808793,16/03/2018:MJD-6976,Doniphan,"48,92","62,2",384,"1630,58"
2018/03/16,20009,2,808781,16/03/2018:MJD-6976,Meadowlakes,"32,3","42,6",261,"1076,4"
2018/03/16,19994,2,808777,16/03/2018:MJD-6976,Meadowlakes,"30,55","39,32",231,"1018,49"
2018/03/16,29462,2,808791,16/03/2018:MJD-6976,Lakewood Country Club Estates,"54,85","80,97",477,"1828,39"
2018/03/16,20012,2,808769,16/03/2018:MJD-6976,Lela,"22,99","34,34",195,"766,23"
2018/03/16,19871,2,808786,16/03/2018:MJD-6976,Meadowlakes,"27,95","41,71",237,"932,15"
2018/03/16,19871,2,808785,16/03/2018:MJD-6976,Meadowlakes,"9,05","13,87",84,"301,28"
2018/03/16,20008,2,808770,16/03/2018:MJD-6976,Valona,"48,97","63,38",381,"1632,34"
2018/03/16,20009,2,808782,16/03/2018:MJD-6976,Meadowlakes,"11,28","15,33",84,"376,04"
2018/03/16,20011,2,808773,16/03/2018:MJD-6976,Lakeland Shores,"11,6","15,66",87,"386,68"
2018/03/16,20011,2,808774,16/03/2018:MJD-6976,Lakeland Shores,"14,57","22,88",138,"485,72"
2018/03/16,20008,2,808771,16/03/2018:MJD-6976,Valona,"25,33","40,18",213,"844,24"
2018/03/16,20009,2,808783,16/03/2018:MJD-6976,Meadowlakes,"11,85","18,65",117,"395,12"
2018/03/16,20010,2,808787,16/03/2018:MJD-6976,Meadowlakes,"28,1","36,28",231,"936,55"
2018/03/16,20019,2,808780,16/03/2018:MJD-6976,Meadowlakes,"41,76","60,2",357,1392
2018/03/16,19877,2,808790,16/03/2018:MJD-6976,Meadowlakes,"25,65","37,31",219,"854,88"
2018/03/16,19994,2,808778,16/03/2018:MJD-6976,Meadowlakes,"6,58",9,48,"219,24"
2018/03/16,20011,2,808772,16/03/2018:MJD-6976,Lakeland Shores,"45,7","60,05",354,"1523,6"
2018/03/16,19997,2,808766,16/03/2018:MJD-6976,Davie Circle,25,"37,56",222,"833,31"
2018/03/16,19872,2,808776,16/03/2018:MJD-6976,Meadowlakes,"44,23","70,13",390,"1474,26"
2018/03/16,19871,2,808784,16/03/2018:MJD-6976,Meadowlakes,"44,3","57,43",345,"1476,39"
2018/03/16,21586,24,808670,16/03/2018:MMA-5916,Sevey,"103,02","64,22",108,"3434,16"
2018/03/16,38417,24,808666,16/03/2018:MMA-5916,Sevey,"2,7","4,2","4,2","89,92"
2018/03/16,24654,24,808667,16/03/2018:MMA-5916,Soradoville,"6,1","9,98","9,98","203,26"
2018/03/16,32960,24,808399,16/03/2018:MMA-5916,Goudeau,"46,08","58,54",363,"1536,22"
2018/03/16,2537,24,808676,16/03/2018:MMA-5916,Sevey,"32,53","23,72",36,"1084,38"
2018/03/16,15594,24,808671,16/03/2018:MMA-5916,Sevey,"7,24","34,17",69,"241,47"
2018/03/16,20947,24,808659,16/03/2018:MMA-5916,Trammel,"57,98","95,19",204,"1932,2"
2018/03/16,11629,24,808658,16/03/2018:MMA-5916,Goudeau,"8,05","13,74",63,"268,39"
2018/03/16,34333,24,808971,16/03/2018:MMA-5916,Steprock,"16,28","55,7","55,7","245,7"
2018/03/16,36650,24,808665,16/03/2018:MMA-5916,Ball,"7,73","13,25",33,"257,69"
2018/03/16,2978,24,808663,16/03/2018:MMA-5916,Ball,"17,29","25,09",78,"576,28"
2018/03/16,21606,24,808657,16/03/2018:MMA-5916,Ball,"25,64","30,31",135,"854,64"
2018/03/16,2802,24,808393,16/03/2018:MMA-5916,Ball,"17,73","19,79","19,79","591,25"
2018/03/16,20946,24,808660,16/03/2018:MMA-5916,Ball,"62,31","105,72",228,"2076,96"
2018/03/16,22126,24,808391,16/03/2018:MMA-5916,Ball,"17,34","23,28",162,"577,92"
2018/03/16,10764,4,808717,16/03/2018:MHJ-9634,Briar Lake Estates,"47,89","197,33","197,33","748,25"
2018/03/16,14682,4,808718,16/03/2018:MHJ-9634,Briar Lake Estates,"32,39","126,94","126,94","505,98"
2018/03/16,20654,37,808283,16/03/2018:MFU-2632,Lithia Springs,"4,19","0,57","0,57","139,56"
2018/03/16,18667,37,808287,16/03/2018:MFU-2632,Lithia Springs,"10,64","22,7","22,7","354,64"
2018/03/16,15118,37,808288,16/03/2018:MFU-2632,Lithia Springs,"6,52","5,34","5,34","217,21"
2018/03/16,9818,37,808284,16/03/2018:MFU-2632,Lithia Springs,"4,54","16,46","16,46","151,21"
2018/03/16,36647,37,808286,16/03/2018:MFU-2632,Lithia Springs,"2,94","10,12","10,12","98,1"
2018/03/16,22401,37,808385,16/03/2018:MFU-2632,Speidel,"34,94","51,82",183,"1164,78"
2018/03/16,22403,37,808277,16/03/2018:MFU-2632,Speidel,"28,71","42,82",147,"957,14"
2018/03/16,10101,7,808398,16/03/2018:MJT-5239,Mineola,"61,86","17,83",69,"2061,86"
2018/03/16,18857,7,808698,16/03/2018:MJT-5239,Mineola,"7,66","9,25","9,25","255,47"
2018/03/16,7625,7,808699,16/03/2018:MJT-5239,Mineola,"18,9","29,01","29,01","629,93"
2018/03/16,6819,7,808704,16/03/2018:MJT-5239,Mineola,"40,08","45,92",51,"1336,35"
2018/03/16,10101,7,808406,16/03/2018:MJT-5239,Mineola,"189,76","88,9",204,"6325,2"
2018/03/16,20712,7,808703,16/03/2018:MJT-5239,Mineola,"12,87","37,21",57,"429,02"
2018/03/16,13681,7,808701,16/03/2018:MJT-5239,Mineola,"9,08","3,36","3,36","302,93"
2018/03/16,10101,7,808408,16/03/2018:MJT-5239,Mineola,"484,11","471,78","471,78","16137,09"
2018/03/16,5658,7,808700,16/03/2018:MJT-5239,Mineola,"11,98","9,12","9,12","399,25"
2018/03/16,18857,7,808697,16/03/2018:MJT-5239,Mineola,"0,1","0,09","0,09","3,5"
2018/03/16,10101,7,808407,16/03/2018:MJT-5239,Mineola,"10,39","11,64",81,"346,08"
2018/03/16,23838,7,808937,16/03/2018:MJT-5239,Mineola,"119,16","68,26","68,26","6593,45"
2018/03/16,22010,7,808936,16/03/2018:MJT-5239,Mineola,"214,66","248,32","248,32","11878,19"
2018/03/16,23984,19,808885,16/03/2018:MDB-1602,Bloom,"93,98","84,37","84,37","4981,51"
2018/03/16,23675,4,809007,16/03/2018:MHJ-9634,Orkney Springs,"46,98","25,94",33,"1565,87"
2018/03/16,23675,4,809006,16/03/2018:MHJ-9634,Orkney Springs,"1,9","0,57","0,57","63,18"
2018/03/16,26793,4,808533,16/03/2018:MHJ-9634,Orkney Springs,"79,75","116,4",816,"2658,34"
2018/03/16,9078,4,809008,16/03/2018:MHJ-9634,Orkney Springs,"9,88","6,28","6,28","329,2"
2018/03/16,23675,4,809005,16/03/2018:MHJ-9634,Orkney Springs,"0,33","0,7","0,7","10,68"
2018/03/16,24485,4,808534,16/03/2018:MHJ-9634,Orkney Springs,"174,45","302,92",1020,"5814,82"
2018/03/16,24485,4,808535,16/03/2018:MHJ-9634,Orkney Springs,"79,67","79,27","79,27","2655,99"
2018/03/16,35231,19,808388,16/03/2018:MDB-1602,Holcomb Village,"435,72","210,72","210,72","14524,15"
2018/03/16,35231,19,808379,16/03/2018:MDB-1602,Holcomb Village,"28,41","9,71","9,71","947,1"
2018/03/16,35231,19,808387,16/03/2018:MDB-1602,Holcomb Village,"1389,07","2535,17","2535,17","46302,34"
2018/03/16,35231,19,808880,16/03/2018:MDB-1602,Holcomb Village,"700,52","172,42",288,"10007,4"
2018/03/16,3102,4,808992,16/03/2018:MHJ-9634,Holcomb Village,"22,45","33,82",111,"748,42"
2018/03/16,29233,4,809002,16/03/2018:MHJ-9634,Holcomb Village,"5,8","9,64","9,64","192,88"
2018/03/16,22889,4,808530,16/03/2018:MHJ-9634,Holcomb Village,"2,48","3,13","3,13","82,64"
2018/03/16,17058,4,808997,16/03/2018:MHJ-9634,Holcomb Village,"2,47","8,97","8,97","82,42"
2018/03/16,26885,4,808996,16/03/2018:MHJ-9634,Holcomb Village,"2,6","4,87","4,87","86,63"
2018/03/16,16228,4,808991,16/03/2018:MHJ-9634,Holcomb Village,"18,99","12,57","12,57","632,98"
2018/03/16,18580,4,808994,16/03/2018:MHJ-9634,Holcomb Village,"11,58","11,37","11,37","385,87"
2018/03/16,2319,4,808995,16/03/2018:MHJ-9634,Holcomb Village,"15,86","21,79",54,"528,49"
2018/03/16,36388,4,809004,16/03/2018:MHJ-9634,Holcomb Village,"31,42","52,38",54,"1047,23"
2018/03/16,34543,4,808927,16/03/2018:MHJ-9634,Holcomb Village,"103,57","216,99","216,99","5730,76"
2018/03/16,39410,33,808434,16/03/2018:MKU-5802,San Leon,"15,43","15,65",33,"514,36"
2018/03/16,13290,33,808448,16/03/2018:MKU-5802,San Leon,"9,42","32,25","32,25","314,15"
2018/03/16,24581,33,808440,16/03/2018:MKU-5802,San Leon,"7,86","3,8","3,8","261,51"
2018/03/16,6268,33,808444,16/03/2018:MKU-5802,San Leon,"2,96","15,87","15,87","98,8"
2018/03/16,17984,33,808442,16/03/2018:MKU-5802,San Leon,"0,51","0,31","0,31","16,71"
2018/03/16,4370,33,808428,16/03/2018:MKU-5802,San Leon,"6,33","13,78",87,"210,99"
2018/03/16,20894,33,808445,16/03/2018:MKU-5802,San Leon,"0,23","0,98","0,98","7,52"
2018/03/16,7585,33,808436,16/03/2018:MKU-5802,San Leon,"0,46","1,05","1,05","15,18"
2018/03/16,4370,33,808429,16/03/2018:MKU-5802,San Leon,"8,23",5,138,"274,38"
2018/03/16,29457,33,808426,16/03/2018:MKU-5802,San Leon,"0,2",4,4,"6,69"
2018/03/16,20894,33,808446,16/03/2018:MKU-5802,San Leon,"29,61","45,86",63,"987,27"
2018/03/16,23420,33,808441,16/03/2018:MKU-5802,San Leon,"12,47","14,07",39,"415,77"
2018/03/16,39410,33,808435,16/03/2018:MKU-5802,San Leon,"0,08","0,1","0,1","2,71"
2018/03/16,4370,33,808430,16/03/2018:MKU-5802,San Leon,"5,98","12,72",66,199
2018/03/16,36618,33,808421,16/03/2018:MKU-5802,Arbor Meadows,"4,86","22,88",96,"161,55"
2018/03/16,1373,33,808423,16/03/2018:MKU-5802,Arbor Meadows,"32,22","21,64",69,"1074,05"
2018/03/16,16505,33,808413,16/03/2018:MKU-5802,Kaawaloa,"9,04","10,74",42,"301,22"
2018/03/16,1634,33,808417,16/03/2018:MKU-5802,Kaawaloa,"6,36","4,42","4,42","212,13"
2018/03/16,4142,33,808415,16/03/2018:MKU-5802,Kaawaloa,"18,31","18,51","18,51","610,2"
2018/03/16,28402,33,808418,16/03/2018:MKU-5802,Kaawaloa,"6,39","7,61","7,61","212,55"
2018/03/16,22701,33,808419,16/03/2018:MKU-5802,Kaawaloa,"21,55","29,1","29,1","718,33"
2018/03/16,33611,3,808546,16/03/2018:MJT-4829,Kenwood Park,"13,61","11,01","11,01","453,83"
2018/03/16,21068,20,808972,16/03/2018:MML-5482,Jerusalem Corners,"6,22","9,06","9,06","207,5"
2018/03/16,39756,20,808981,16/03/2018:MML-5482,West Corners,"6,02","7,35","7,35","201,02"
2018/03/16,1579,20,808979,16/03/2018:MML-5482,West Corners,"34,39","42,22",66,"1146,04"
2018/03/16,36186,20,808978,16/03/2018:MML-5482,Maryland West Mobile Home Park,"16,9","12,06",33,"563,47"
2018/03/16,23979,20,808975,16/03/2018:MML-5482,Maryland West Mobile Home Park,"14,22","51,77","51,77","474,09"
2018/03/16,5519,20,808974,16/03/2018:MML-5482,Maryland West Mobile Home Park,"94,53","135,92",216,"3150,92"
2018/03/16,1194,20,808990,16/03/2018:MML-5482,Gray Point,"13,73","12,57",30,"457,98"
2018/03/16,13152,20,808987,16/03/2018:MML-5482,Gray Point,"17,2","15,16","15,16","573,75"
2018/03/16,36651,20,808656,16/03/2018:MML-5482,Gray Point,"22,52","15,06","15,06","750,55"
2018/03/16,8335,20,808587,16/03/2018:MML-5482,Boyne City,"6,18","8,41",57,"205,84"
2018/03/16,1738,3,808381,16/03/2018:MJT-4829,Mcmechen,"26,57","12,7",30,"885,7"
2018/03/16,1738,3,808382,16/03/2018:MJT-4829,Mcmechen,"77,46","20,25",48,"2582,16"
2018/03/16,1738,3,808383,16/03/2018:MJT-4829,Mcmechen,"8,05","12,41",36,"268,32"
2018/03/16,18712,3,808536,16/03/2018:MJT-4829,Mcmechen,"23,45","37,23",108,"781,81"
2018/03/16,18712,3,808538,16/03/2018:MJT-4829,Mcmechen,"59,94",100,100,"1998,11"
2018/03/16,18712,3,808537,16/03/2018:MJT-4829,Mcmechen,"13,2","15,99",84,"440,01"
2018/03/16,24728,7,808394,16/03/2018:MJT-5239,Mcmechen,"55,55","86,89",255,"1851,88"
2018/03/16,18711,3,808539,16/03/2018:MJT-4829,Mcmechen,"54,73","86,89",255,"1824,22"
2018/03/16,18711,3,808542,16/03/2018:MJT-4829,Mcmechen,"179,83",300,300,"5994,33"
2018/03/16,18711,3,808540,16/03/2018:MJT-4829,Mcmechen,"29,14","36,59",90,"971,22"
2018/03/16,18711,3,808541,16/03/2018:MJT-4829,Mcmechen,"164,36","68,49",189,"5478,78"
2018/03/16,24726,20,808272,16/03/2018:MML-5482,Mcmechen,67,"25,73",30,"2233,27"
