orden_id,cliente_id,ciudad_destino,cedi_id,peso_kg,vol_m3,revenue,fecha
ORD05245,6405,Phoenix,HUB-WEST,7.0,7.0,,2018-02-14
ORD05266,33728,Austin,HUB-SOUTH,1.0,1.0,,2018-02-14
ORD05267,5255,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-14
ORD05268,19336,Columbus,HUB-MID,1.0,1.0,,2018-02-14
ORD05269,30276,Austin,HUB-SOUTH,1.0,1.0,,2018-02-14
ORD05270,36167,Houston,HUB-SOUTH,1.0,1.0,,2018-02-14
ORD05290,22477,San Francisco,HUB-WEST,11.0,15.0,,2018-02-15
ORD05296,23579,New York,HUB-EAST,24.0,24.0,,2018-02-15
ORD05305,32434,San Francisco,HUB-WEST,1.0,1.0,,2018-02-15
ORD05310,10106,Denver,HUB-WEST,106.0,186.0,,2018-02-15
ORD05319,10100,Phoenix,HUB-WEST,34.0,34.0,,2018-02-15
ORD05322,10100,Columbus,HUB-MID,52.0,93.0,,2018-02-15
ORD05324,12146,Denver,HUB-WEST,1.0,1.0,,2018-02-15
ORD05325,13839,San Diego,HUB-WEST,1.0,1.0,,2018-02-15
ORD05328,6633,Houston,HUB-SOUTH,1.0,1.0,,2018-02-15
ORD05331,10201,San Francisco,HUB-WEST,1.0,1.0,,2018-02-15
ORD05335,23585,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-15
ORD05338,21315,San Diego,HUB-WEST,1.0,1.0,,2018-02-15
ORD05339,25632,San Jose,HUB-WEST,1.0,1.0,,2018-02-15
ORD05344,33914,Philadelphia,HUB-EAST,32.0,32.0,,2018-02-15
ORD05345,24210,San Diego,HUB-WEST,1.0,1.0,,2018-02-15
ORD05351,1651,Austin,HUB-SOUTH,1.0,1.0,,2018-02-15
ORD05354,5428,Indianapolis,HUB-MID,1.0,1.0,,2018-02-15
ORD05356,6969,Columbus,HUB-MID,1.0,1.0,,2018-02-15
ORD05359,37378,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-15
ORD05360,36671,Columbus,HUB-MID,1.0,1.0,,2018-02-15
ORD05367,13840,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-15
ORD05368,39961,Columbus,HUB-MID,1.0,1.0,,2018-02-15
ORD05374,30232,Charlotte,HUB-EAST,40.0,40.0,,2018-02-15
ORD05380,5119,Houston,HUB-SOUTH,3.0,3.0,,2018-02-16
ORD05387,20937,Nashville,HUB-EAST,3.0,3.0,,2018-02-16
ORD05403,40281,Austin,HUB-SOUTH,6.0,6.0,,2018-02-16
ORD05405,19817,San Diego,HUB-WEST,6.0,6.0,,2018-02-16
ORD05406,19816,Charlotte,HUB-EAST,6.0,6.0,,2018-02-16
ORD05407,24480,San Francisco,HUB-WEST,6.0,6.0,,2018-02-16
ORD05408,22885,Jacksonville,HUB-EAST,6.0,6.0,,2018-02-16
ORD05443,1093,San Francisco,HUB-WEST,12.0,12.0,,2018-02-16
ORD05490,1579,San Jose,HUB-WEST,1.0,1.0,,2018-02-16
ORD05496,33611,Indianapolis,HUB-MID,1.0,1.0,,2018-02-16
ORD05527,22401,San Antonio,HUB-SOUTH,25.0,25.0,,2018-02-16
ORD05530,11839,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-16
ORD05531,6081,Denver,HUB-WEST,1.0,1.0,,2018-02-16
ORD05532,18550,Austin,HUB-SOUTH,1.0,1.0,,2018-02-16
ORD05537,3991,San Francisco,HUB-WEST,1.0,1.0,,2018-02-16
ORD05538,26067,San Francisco,HUB-WEST,1.0,1.0,,2018-02-16
ORD05542,24468,Philadelphia,HUB-EAST,34.0,34.0,,2018-02-16
ORD05544,10101,Phoenix,HUB-WEST,41.0,41.0,,2018-02-16
ORD05545,10108,Seattle,HUB-WEST,34.0,34.0,,2018-02-16
ORD05554,20712,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-16
ORD05556,35191,Chicago,HUB-MID,1.0,1.0,,2018-02-16
ORD05561,35127,Chicago,HUB-MID,1.0,1.0,,2018-02-16
ORD05562,21323,Indianapolis,HUB-MID,1.0,1.0,,2018-02-16
ORD05564,23693,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-16
ORD05566,22785,Phoenix,HUB-WEST,1.0,1.0,,2018-02-16
ORD05567,23461,San Diego,HUB-WEST,1.0,1.0,,2018-02-16
ORD05568,28230,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-16
ORD05569,39439,Phoenix,HUB-WEST,1.0,1.0,,2018-02-16
ORD05574,35401,Charlotte,HUB-EAST,1.0,1.0,,2018-02-16
ORD05579,9743,San Diego,HUB-WEST,1.0,1.0,,2018-02-16
ORD05580,38417,Austin,HUB-SOUTH,1.0,1.0,,2018-02-16
ORD05586,38248,Phoenix,HUB-WEST,1.0,1.0,,2018-02-16
ORD05587,14997,Nashville,HUB-EAST,1.0,1.0,,2018-02-16
ORD05595,25043,San Diego,HUB-WEST,2289.0,2289.0,,2018-02-16
ORD05599,12560,Indianapolis,HUB-MID,10.0,10.0,,2018-02-16
ORD05609,4307,Chicago,HUB-MID,1.0,1.0,,2018-02-16
ORD05610,3302,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-16
ORD05612,3697,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-16
ORD05620,34006,New York,HUB-EAST,1.0,1.0,,2018-02-16
ORD05625,31022,Columbus,HUB-MID,1.0,1.0,,2018-02-16
ORD05627,9586,New York,HUB-EAST,1.0,1.0,,2018-02-16
ORD05630,3180,San Jose,HUB-WEST,1.0,1.0,,2018-02-16
ORD05635,10105,Jacksonville,HUB-EAST,34.0,34.0,,2018-02-16
ORD05639,17690,Denver,HUB-WEST,1.0,1.0,,2018-02-16
ORD05640,35526,Indianapolis,HUB-MID,1.0,1.0,,2018-02-16
ORD05641,38459,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-16
ORD05642,35521,Columbus,HUB-MID,1.0,1.0,,2018-02-16
ORD05646,13196,Seattle,HUB-WEST,1.0,1.0,,2018-02-16
ORD05647,4302,Nashville,HUB-EAST,1.0,1.0,,2018-02-16
ORD05659,8289,Charlotte,HUB-EAST,1.0,1.0,,2018-02-16
ORD05664,2591,Austin,HUB-SOUTH,7.0,7.0,,2018-02-16
ORD05667,22608,San Francisco,HUB-WEST,1.0,1.0,,2018-02-16
ORD05682,3366,San Diego,HUB-WEST,3.0,3.0,,2018-02-19
ORD05686,22555,Indianapolis,HUB-MID,3.0,3.0,,2018-02-19
ORD05691,32200,Jacksonville,HUB-EAST,6.0,6.0,,2018-02-19
ORD05692,32200,Seattle,HUB-WEST,3.0,9.0,,2018-02-19
ORD05702,22353,Philadelphia,HUB-EAST,7.0,24.0,,2018-02-19
ORD05709,22982,Indianapolis,HUB-MID,20.0,20.0,,2018-02-19
ORD05713,36926,Columbus,HUB-MID,1.0,1.0,,2018-02-19
ORD05722,22353,Columbus,HUB-MID,121.0,186.0,,2018-02-19
ORD05727,4440,Chicago,HUB-MID,1.0,1.0,,2018-02-19
ORD05728,5859,Dallas,HUB-SOUTH,1.0,1.0,,2018-02-19
ORD05735,22659,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-19
ORD05738,32804,Phoenix,HUB-WEST,1.0,1.0,,2018-02-19
ORD05739,36435,New York,HUB-EAST,1.0,1.0,,2018-02-19
ORD05740,33350,Indianapolis,HUB-MID,1.0,1.0,,2018-02-19
ORD05748,36457,Denver,HUB-WEST,1.0,1.0,,2018-02-19
ORD05752,20829,Chicago,HUB-MID,1.0,1.0,,2018-02-19
ORD05754,24495,Chicago,HUB-MID,1.0,1.0,,2018-02-19
ORD05755,22555,Dallas,HUB-SOUTH,1.0,1.0,,2018-02-19
ORD05757,22474,Austin,HUB-SOUTH,111.0,186.0,,2018-02-19
ORD05758,22476,Austin,HUB-SOUTH,106.0,186.0,,2018-02-19
ORD05786,37111,Fort Worth,HUB-SOUTH,6.0,6.0,,2018-02-20
ORD05787,18677,Fort Worth,HUB-SOUTH,6.0,6.0,,2018-02-20
ORD05811,22348,Fort Worth,HUB-SOUTH,6.0,15.0,,2018-02-20
ORD05816,8335,Dallas,HUB-SOUTH,12.0,12.0,,2018-02-20
ORD05820,24485,Fort Worth,HUB-SOUTH,12.0,12.0,,2018-02-20
ORD05823,3693,Chicago,HUB-MID,12.0,12.0,,2018-02-20
ORD05833,22350,Phoenix,HUB-WEST,18.0,18.0,,2018-02-20
ORD05834,24481,Philadelphia,HUB-EAST,18.0,18.0,,2018-02-20
ORD05844,22472,Seattle,HUB-WEST,7.0,24.0,,2018-02-20
ORD05846,22347,Chicago,HUB-MID,7.0,24.0,,2018-02-20
ORD05847,24481,Columbus,HUB-MID,9.0,24.0,,2018-02-20
ORD05848,22348,Fort Worth,HUB-SOUTH,7.0,24.0,,2018-02-20
ORD05850,18711,Houston,HUB-SOUTH,19.0,24.0,,2018-02-20
ORD05870,21110,Indianapolis,HUB-MID,310.0,310.0,,2018-02-20
ORD05876,24357,Denver,HUB-WEST,7.0,7.0,,2018-02-20
ORD05882,1890,San Francisco,HUB-WEST,12.0,51.0,,2018-02-20
ORD05900,17522,Denver,HUB-WEST,1.0,1.0,,2018-02-20
ORD05901,18673,Houston,HUB-SOUTH,1.0,1.0,,2018-02-20
ORD05906,39460,San Jose,HUB-WEST,1.0,1.0,,2018-02-20
ORD05908,38567,Indianapolis,HUB-MID,1.0,1.0,,2018-02-20
ORD05909,24042,Austin,HUB-SOUTH,1.0,1.0,,2018-02-20
ORD05912,39556,Columbus,HUB-MID,1.0,1.0,,2018-02-20
ORD05945,10102,Chicago,HUB-MID,106.0,186.0,,2018-02-20
ORD05951,10103,San Francisco,HUB-WEST,38.0,38.0,,2018-02-20
ORD05959,1002,Seattle,HUB-WEST,1.0,1.0,,2018-02-20
ORD05960,11081,Houston,HUB-SOUTH,1.0,1.0,,2018-02-20
ORD05962,29880,San Francisco,HUB-WEST,1.0,1.0,,2018-02-20
ORD05964,7956,Charlotte,HUB-EAST,1.0,1.0,,2018-02-20
ORD05969,20108,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-20
ORD05970,18419,Charlotte,HUB-EAST,1.0,1.0,,2018-02-20
ORD05975,21480,Austin,HUB-SOUTH,1.0,1.0,,2018-02-20
ORD05982,19328,Denver,HUB-WEST,1090.0,1090.0,,2018-02-20
ORD05998,619,Indianapolis,HUB-MID,1.0,1.0,,2018-02-20
ORD06001,21658,San Francisco,HUB-WEST,1.0,1.0,,2018-02-20
ORD06005,21658,Phoenix,HUB-WEST,22.0,22.0,,2018-02-20
ORD06006,4329,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-20
ORD06007,20772,Charlotte,HUB-EAST,1.0,1.0,,2018-02-20
ORD06010,23574,San Diego,HUB-WEST,1.0,1.0,,2018-02-20
ORD06018,22347,Indianapolis,HUB-MID,121.0,186.0,,2018-02-20
ORD06019,22348,Indianapolis,HUB-MID,117.0,186.0,,2018-02-20
ORD06023,1238,Seattle,HUB-WEST,1.0,1.0,,2018-02-20
ORD06024,30481,San Jose,HUB-WEST,4.0,4.0,,2018-02-20
ORD06030,22349,Seattle,HUB-WEST,127.0,186.0,,2018-02-20
ORD06034,12734,Phoenix,HUB-WEST,2.0,2.0,,2018-02-20
ORD06040,24096,San Diego,HUB-WEST,1.0,1.0,,2018-02-20
ORD06041,20897,San Diego,HUB-WEST,1.0,1.0,,2018-02-20
ORD06043,38332,Charlotte,HUB-EAST,1.0,1.0,,2018-02-20
ORD06044,5011,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-20
ORD06047,5012,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-20
ORD06048,11126,Houston,HUB-SOUTH,1.0,1.0,,2018-02-20
ORD06051,26586,Chicago,HUB-MID,1.0,1.0,,2018-02-20
ORD06063,22477,Los Angeles,HUB-WEST,119.0,186.0,,2018-02-20
ORD06066,22475,San Diego,HUB-WEST,111.0,186.0,,2018-02-20
ORD06080,5883,Seattle,HUB-WEST,1.0,1.0,,2018-02-20
ORD06081,17434,San Diego,HUB-WEST,1.0,1.0,,2018-02-20
ORD06082,14219,Phoenix,HUB-WEST,1.0,1.0,,2018-02-20
ORD06117,32209,Phoenix,HUB-WEST,6.0,6.0,,2018-02-21
ORD06124,24483,Chicago,HUB-MID,6.0,6.0,,2018-02-21
ORD06130,33024,Los Angeles,HUB-WEST,9.0,9.0,,2018-02-21
ORD06133,18074,Dallas,HUB-SOUTH,3.0,9.0,,2018-02-21
ORD06149,34452,Seattle,HUB-WEST,7.0,15.0,,2018-02-21
ORD06156,20939,Los Angeles,HUB-WEST,12.0,12.0,,2018-02-21
ORD06178,13767,Indianapolis,HUB-MID,10.0,18.0,,2018-02-21
ORD06203,20571,Houston,HUB-SOUTH,1.0,1.0,,2018-02-21
ORD06211,22277,Columbus,HUB-MID,2.0,2.0,,2018-02-21
ORD06214,22352,Charlotte,HUB-EAST,111.0,186.0,,2018-02-21
ORD06225,33024,Charlotte,HUB-EAST,15.0,42.0,,2018-02-21
ORD06227,20939,Columbus,HUB-MID,15.0,42.0,,2018-02-21
ORD06240,33032,Columbus,HUB-MID,5.0,5.0,,2018-02-21
ORD06248,23998,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-21
ORD06256,30544,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-21
ORD06262,28269,Phoenix,HUB-WEST,1.0,1.0,,2018-02-21
ORD06269,40088,Charlotte,HUB-EAST,1.0,1.0,,2018-02-21
ORD06283,6464,Houston,HUB-SOUTH,1.0,1.0,,2018-02-21
ORD06284,22472,San Jose,HUB-WEST,119.0,186.0,,2018-02-21
ORD06286,21272,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-21
ORD06288,3581,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-21
ORD06294,18327,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-21
ORD06299,27273,Houston,HUB-SOUTH,1.0,1.0,,2018-02-21
ORD06301,1152,New York,HUB-EAST,1.0,1.0,,2018-02-21
ORD06304,20496,San Antonio,HUB-SOUTH,14.0,33.0,,2018-02-21
ORD06306,5084,San Francisco,HUB-WEST,1.0,1.0,,2018-02-21
ORD06307,8322,Chicago,HUB-MID,1.0,1.0,,2018-02-21
ORD06309,25677,Houston,HUB-SOUTH,1.0,1.0,,2018-02-21
ORD06315,13467,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-21
ORD06318,14897,San Jose,HUB-WEST,1.0,1.0,,2018-02-21
ORD06320,15964,Indianapolis,HUB-MID,1.0,1.0,,2018-02-21
ORD06330,10596,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-21
ORD06332,39907,Phoenix,HUB-WEST,5.0,5.0,,2018-02-21
ORD06352,6007,Chicago,HUB-MID,1.0,1.0,,2018-02-21
ORD06353,6084,Seattle,HUB-WEST,1.0,1.0,,2018-02-21
ORD06361,19440,Denver,HUB-WEST,1.0,1.0,,2018-02-21
ORD06364,35272,San Francisco,HUB-WEST,1.0,1.0,,2018-02-21
ORD06366,14709,San Francisco,HUB-WEST,1.0,1.0,,2018-02-21
ORD06375,29281,Seattle,HUB-WEST,1.0,1.0,,2018-02-21
ORD06377,3861,Chicago,HUB-MID,1.0,1.0,,2018-02-21
ORD06393,17573,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-21
ORD06416,13939,Phoenix,HUB-WEST,6.0,6.0,,2018-02-22
ORD06422,24346,Houston,HUB-SOUTH,9.0,9.0,,2018-02-22
ORD06459,3157,San Jose,HUB-WEST,13.0,30.0,,2018-02-22
ORD06460,5514,Houston,HUB-SOUTH,1.0,1.0,,2018-02-22
ORD06465,16015,Austin,HUB-SOUTH,1.0,1.0,,2018-02-22
ORD06485,3240,Denver,HUB-WEST,4.0,4.0,,2018-02-22
ORD06489,16615,Chicago,HUB-MID,1.0,1.0,,2018-02-22
ORD06490,19881,Seattle,HUB-WEST,1.0,1.0,,2018-02-22
ORD06499,29451,San Jose,HUB-WEST,1.0,1.0,,2018-02-22
ORD06504,3286,Dallas,HUB-SOUTH,5.0,5.0,,2018-02-22
ORD06513,38893,Chicago,HUB-MID,10.0,10.0,,2018-02-22
ORD06514,13966,San Francisco,HUB-WEST,10.0,10.0,,2018-02-22
ORD06518,14731,Houston,HUB-SOUTH,1.0,1.0,,2018-02-22
ORD06520,25670,New York,HUB-EAST,1.0,1.0,,2018-02-22
ORD06523,22354,Columbus,HUB-MID,111.0,186.0,,2018-02-22
ORD06534,28614,Nashville,HUB-EAST,1.0,1.0,,2018-02-22
ORD06536,21359,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-22
ORD06538,15675,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-22
ORD06539,34264,Chicago,HUB-MID,1.0,1.0,,2018-02-22
ORD06541,24582,Nashville,HUB-EAST,1.0,1.0,,2018-02-22
ORD06542,13097,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-22
ORD06547,10872,Charlotte,HUB-EAST,1.0,1.0,,2018-02-22
ORD06556,13307,Chicago,HUB-MID,1.0,1.0,,2018-02-22
ORD06558,12508,Nashville,HUB-EAST,1.0,1.0,,2018-02-22
ORD06565,22279,Philadelphia,HUB-EAST,2.0,2.0,,2018-02-22
ORD06574,32998,Chicago,HUB-MID,2.0,2.0,,2018-02-22
ORD06582,10625,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-22
ORD06583,10965,Charlotte,HUB-EAST,1.0,1.0,,2018-02-22
ORD06584,30276,Charlotte,HUB-EAST,1.0,1.0,,2018-02-22
ORD06585,976,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-22
ORD06601,22231,Denver,HUB-WEST,3.0,3.0,,2018-02-23
ORD06640,5730,San Antonio,HUB-SOUTH,6.0,6.0,,2018-02-23
ORD06691,19131,Columbus,HUB-MID,18.0,18.0,,2018-02-23
ORD06705,1795,New York,HUB-EAST,18.0,18.0,,2018-02-23
ORD06706,25588,New York,HUB-EAST,18.0,18.0,,2018-02-23
ORD06711,39509,San Diego,HUB-WEST,9.0,18.0,,2018-02-23
ORD06763,20637,Seattle,HUB-WEST,545.0,545.0,,2018-02-23
ORD06770,17918,Jacksonville,HUB-EAST,109.0,109.0,,2018-02-23
ORD06815,8922,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-23
ORD06816,33278,Seattle,HUB-WEST,1.0,1.0,,2018-02-23
ORD06819,8922,Chicago,HUB-MID,1.0,1.0,,2018-02-23
ORD06820,12798,Indianapolis,HUB-MID,1.0,1.0,,2018-02-23
ORD06822,26329,Nashville,HUB-EAST,1.0,1.0,,2018-02-23
ORD06825,24716,Austin,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06828,3449,San Jose,HUB-WEST,1.0,1.0,,2018-02-23
ORD06829,4503,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-23
ORD06835,21803,Indianapolis,HUB-MID,168.0,168.0,,2018-02-23
ORD06842,9033,San Jose,HUB-WEST,1.0,1.0,,2018-02-23
ORD06853,5730,Los Angeles,HUB-WEST,7.0,7.0,,2018-02-23
ORD06854,4279,Seattle,HUB-WEST,7.0,7.0,,2018-02-23
ORD06860,22318,Charlotte,HUB-EAST,1.0,1.0,,2018-02-23
ORD06861,16705,Jacksonville,HUB-EAST,22.0,22.0,,2018-02-23
ORD06863,30455,Jacksonville,HUB-EAST,2.0,2.0,,2018-02-23
ORD06865,20564,Nashville,HUB-EAST,1.0,1.0,,2018-02-23
ORD06867,23834,Phoenix,HUB-WEST,1.0,1.0,,2018-02-23
ORD06870,13362,Houston,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06873,22435,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06876,5337,Dallas,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06879,16803,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-23
ORD06880,16219,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06882,24386,Indianapolis,HUB-MID,1.0,1.0,,2018-02-23
ORD06884,22714,New York,HUB-EAST,1.0,1.0,,2018-02-23
ORD06890,35429,Chicago,HUB-MID,1.0,1.0,,2018-02-23
ORD06893,38113,Columbus,HUB-MID,1.0,1.0,,2018-02-23
ORD06897,17120,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06912,287,Philadelphia,HUB-EAST,39.0,42.0,,2018-02-23
ORD06914,39920,Houston,HUB-SOUTH,10.0,10.0,,2018-02-23
ORD06947,15710,Dallas,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06950,22326,Columbus,HUB-MID,1.0,1.0,,2018-02-23
ORD06952,34689,San Francisco,HUB-WEST,1.0,1.0,,2018-02-23
ORD06954,13119,Dallas,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06955,35944,Denver,HUB-WEST,1.0,1.0,,2018-02-23
ORD06962,22249,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06963,3327,Charlotte,HUB-EAST,1.0,1.0,,2018-02-23
ORD06966,1801,Denver,HUB-WEST,1.0,1.0,,2018-02-23
ORD06968,10176,Austin,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD06972,3105,Phoenix,HUB-WEST,1.0,1.0,,2018-02-23
ORD06975,20885,Charlotte,HUB-EAST,1.0,1.0,,2018-02-23
ORD06978,5975,Fort Worth,HUB-SOUTH,10.0,39.0,,2018-02-23
ORD06980,487,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-23
ORD06985,35641,Seattle,HUB-WEST,1.0,1.0,,2018-02-23
ORD06986,19514,Austin,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD07008,92,Nashville,HUB-EAST,1.0,1.0,,2018-02-23
ORD07010,16607,New York,HUB-EAST,1.0,1.0,,2018-02-23
ORD07011,5508,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-23
ORD07015,28333,San Francisco,HUB-WEST,1.0,1.0,,2018-02-23
ORD07020,35830,Austin,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD07022,22934,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD07024,28791,Chicago,HUB-MID,1.0,1.0,,2018-02-23
ORD07031,24657,Indianapolis,HUB-MID,1.0,1.0,,2018-02-23
ORD07032,7954,Denver,HUB-WEST,1.0,1.0,,2018-02-23
ORD07037,24657,Austin,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD07040,1556,Austin,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD07042,1556,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-23
ORD07046,24657,Jacksonville,HUB-EAST,14.0,14.0,,2018-02-23
ORD07058,4121,Nashville,HUB-EAST,1.0,1.0,,2018-02-23
ORD07068,28293,Fort Worth,HUB-SOUTH,2.0,2.0,,2018-02-23
ORD07104,9821,Philadelphia,HUB-EAST,9.0,9.0,,2018-02-26
ORD07106,13195,Chicago,HUB-MID,9.0,9.0,,2018-02-26
ORD07115,22474,Denver,HUB-WEST,15.0,15.0,,2018-02-26
ORD07116,66,Austin,HUB-SOUTH,12.0,12.0,,2018-02-26
ORD07121,22433,Charlotte,HUB-EAST,3.0,18.0,,2018-02-26
ORD07128,35550,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-26
ORD07138,10650,Phoenix,HUB-WEST,1.0,1.0,,2018-02-26
ORD07139,17905,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-26
ORD07143,40213,Chicago,HUB-MID,1.0,1.0,,2018-02-26
ORD07149,35733,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-26
ORD07150,34246,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-26
ORD07152,2691,Chicago,HUB-MID,1.0,1.0,,2018-02-26
ORD07155,22012,Philadelphia,HUB-EAST,4.0,4.0,,2018-02-26
ORD07157,34570,Charlotte,HUB-EAST,1.0,1.0,,2018-02-26
ORD07165,3835,Dallas,HUB-SOUTH,1.0,1.0,,2018-02-26
ORD07166,137,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-26
ORD07175,5746,San Jose,HUB-WEST,1.0,1.0,,2018-02-26
ORD07177,1020,Indianapolis,HUB-MID,1.0,1.0,,2018-02-26
ORD07187,21017,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-26
ORD07188,29172,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-26
ORD07193,10416,Seattle,HUB-WEST,1.0,1.0,,2018-02-26
ORD07194,10816,Charlotte,HUB-EAST,6.0,42.0,,2018-02-26
ORD07195,10816,Seattle,HUB-WEST,120.0,849.0,,2018-02-26
ORD07205,39930,Austin,HUB-SOUTH,1.0,1.0,,2018-02-26
ORD07207,39679,Phoenix,HUB-WEST,1.0,1.0,,2018-02-26
ORD07208,35294,Dallas,HUB-SOUTH,1.0,1.0,,2018-02-26
ORD07210,2591,Indianapolis,HUB-MID,73.0,73.0,,2018-02-26
ORD07224,22433,Austin,HUB-SOUTH,2.0,2.0,,2018-02-26
ORD07231,34870,Columbus,HUB-MID,1.0,1.0,,2018-02-26
ORD07253,22100,Seattle,HUB-WEST,3.0,3.0,,2018-02-27
ORD07267,9620,Dallas,HUB-SOUTH,6.0,6.0,,2018-02-27
ORD07286,6648,Columbus,HUB-MID,9.0,9.0,,2018-02-27
ORD07290,1192,Columbus,HUB-MID,9.0,9.0,,2018-02-27
ORD07308,9050,Indianapolis,HUB-MID,12.0,12.0,,2018-02-27
ORD07311,23121,Los Angeles,HUB-WEST,12.0,12.0,,2018-02-27
ORD07316,20382,Columbus,HUB-MID,12.0,12.0,,2018-02-27
ORD07322,21962,Denver,HUB-WEST,12.0,12.0,,2018-02-27
ORD07355,18793,Jacksonville,HUB-EAST,2.0,2.0,,2018-02-27
ORD07357,18755,Philadelphia,HUB-EAST,133.0,207.0,,2018-02-27
ORD07358,4423,Seattle,HUB-WEST,1.0,1.0,,2018-02-27
ORD07361,14913,Charlotte,HUB-EAST,1.0,1.0,,2018-02-27
ORD07363,150,Houston,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07364,21493,Nashville,HUB-EAST,1.0,1.0,,2018-02-27
ORD07371,13199,Los Angeles,HUB-WEST,10.0,10.0,,2018-02-27
ORD07374,23434,San Diego,HUB-WEST,4.0,4.0,,2018-02-27
ORD07376,9670,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07380,34905,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07382,19707,Phoenix,HUB-WEST,1.0,1.0,,2018-02-27
ORD07386,38175,Indianapolis,HUB-MID,1.0,1.0,,2018-02-27
ORD07387,22797,Austin,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07388,9050,Phoenix,HUB-WEST,1.0,1.0,,2018-02-27
ORD07396,34313,San Jose,HUB-WEST,1.0,1.0,,2018-02-27
ORD07398,6001,New York,HUB-EAST,1.0,1.0,,2018-02-27
ORD07404,8549,Dallas,HUB-SOUTH,13.0,13.0,,2018-02-27
ORD07406,13516,Nashville,HUB-EAST,1.0,1.0,,2018-02-27
ORD07412,8551,Columbus,HUB-MID,13.0,13.0,,2018-02-27
ORD07423,1796,Indianapolis,HUB-MID,1.0,1.0,,2018-02-27
ORD07426,11254,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-27
ORD07429,29059,Seattle,HUB-WEST,1.0,1.0,,2018-02-27
ORD07430,39670,Seattle,HUB-WEST,1.0,1.0,,2018-02-27
ORD07438,8485,Jacksonville,HUB-EAST,1.0,1.0,,2018-02-27
ORD07440,2513,Houston,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07441,10707,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07444,10707,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07448,32294,Charlotte,HUB-EAST,1.0,1.0,,2018-02-27
